time line line_error
4910987232.0 0.0032576518848088194 2.1673190522880354e-05
4911078816.0 0.0032607491896630247 2.1673190522880354e-05
4911165216.0 0.003261149482141065 2.1673190522880354e-05
4911245568.0 0.003225550329077433 2.1673190522880354e-05
4911337152.0 0.0032861574429784947 2.1673190522880354e-05
4911409728.0 0.003251093520909652 2.1673190522880354e-05
4911503904.0 0.0032487636459311055 2.1673190522880354e-05
4911584256.0 0.0032704909867528748 2.1673190522880354e-05
4911669792.0 0.003245986388609869 2.1673190522880354e-05
4911761376.0 0.00318898091994579 2.1673190522880354e-05
4911840000.0 0.0032028246407977095 2.1673190522880354e-05
4911920352.0 0.003233627197466938 2.1673190522880354e-05
4912005888.0 0.003175808729951403 2.1673190522880354e-05
4912092288.0 0.0032066365603448618 2.1673190522880354e-05
4912189920.0 0.0032269863743453475 2.1673190522880354e-05
4912276320.0 0.0032085910497414933 2.1673190522880354e-05
4912373088.0 0.003147715702756369 2.1673190522880354e-05
4912459488.0 0.003241334552403131 2.1673190522880354e-05
4912538976.0 0.003262065859104693 2.1673190522880354e-05
4912608096.0 0.003226973028360263 2.1673190522880354e-05
4912710912.0 0.003318205900460189 2.1673190522880354e-05
4912786080.0 0.0033393099864055605 2.1673190522880354e-05
4912860384.0 0.0033366340157155415 2.1673190522880354e-05
4912951968.0 0.0033320302513570616 2.1673190522880354e-05
4913038368.0 0.0032942578631289716 2.1673190522880354e-05
4913123904.0 0.0033367971676593364 2.1673190522880354e-05
4913215488.0 0.003293734344958528 2.1673190522880354e-05
